username,creation_date,title,description,scam,n_subscribers,verified
The_Squad,1482668047.0,,Purchase all your clothing items and devices here,False,115,False
the_steppe,1472810245.0,STEPPE,"Рассказываем новости, истории, а также находим для вас крутые курсы, стажировки и, конечно, мемчики.

Обнимаем!

Если у вас возникнут вопросы, пишите @moken95 📩",False,3355,False
The_Stoicism,1592945012.0,The Stoicism,"Formerly The daily stoic.

Join our group to discuss philosophies and more : https://t.me/The_Stoicismgroup

Got any query or feedback? Reach us @StoicismBot . Thanks!",False,547,False
The_StormQ17,1611711526.0,The Storm,"The Storm Has Arrived
If you know, you know",False,34815,False
the_sun_football,1519751744.0,The Sun Football,"Breaking news, goals, live coverage and more.

Admins: @cobbl, @otchebuch
Ads: @Sky_Source
Buy ads: https://telega.io/c/the_sun_football
18+ only
http://begambleaware.com",False,2336,False
the_sun_is_also_a_star,1582312469.0,The sun is also a star ☀️,"Group: @The_sun_is_also_a_star_talk
Partner channels : @thesunandherflowerss",False,1092,False
The_talkshow,1495831091.0,,"Entertainment, 🤘🤘news,noiz,fun, 🔥🔥trending stuffs..jux feel it😂😂
Anything goes👔😉😈
Creator @Iamthefastestsperm💦",False,74,False
the_taqiev,1611559322.0,the Taqiev,Мысли вслух 💬,False,113,False
the_teacher_annibale_bergonzoli,1569029984.0,Bergonzoli's History Course,A channel focused on bringing light on overlooked facts of the italian military history.,False,30,False
the_texian,1602681366.0,The_Texian,,False,282,False
the_thinking_engineer,1606161720.0,Мыслящий Инженер,"В бесконечном пространстве и времени,
без лица и даже без имени,
я лишь тень, тень бытия, мгновение
проскользнувшая мысль и мнение.",False,68,False
THE_TITANIUM_ARMY,1615633736.0,[𝗧𝗛𝗘 𝗧𝗜𝗧𝗔𝗡𝗜𝗨𝗠 𝗔𝗥𝗠𝗬]™,"OWNER:- @HARSHIT_XDD | @premiumseller64 @piyushpp1
➖➖➖➖➖➖➖➖➖➖➖➖➖➖
➡  - #𝐓𝐡𝐞𝐓𝐢𝐭𝐚𝐧𝐢𝐮𝐦𝐀𝐫𝐦𝐲
[ 𝗢𝗙𝗙𝗜𝗖𝗜𝗔𝗟 𝗧𝗔𝗚 ]
🌐 𝗘𝗦𝗧𝗗:- 𝟮𝟴𝘁𝗵 𝗔𝘂𝗴𝘂𝘀𝘁 𝟮𝟬𝟮𝟭
➖➖➖➖➖➖➖➖➖➖➖➖➖➖",False,779,False
the_trigger_movie,1538017341.0,The Trigger Movie,"Деконструкция, блядь, кинематографического дискурса",False,201,False
The_TrumanShow,1604653190.0,The_Truman Show,Tutto ciò che ci circonda è un’illusione.,False,2283,False
the_ukr_news,1556706273.0,,"ТІЛЬКИ ПРАВДА !
Найсвіжіші новини України. 
Цікаві опитування 🇺🇦
Думки політиків, експертів.

Реклама : @Brand77",False,477,False
The_UK_Channel,1618508437.0,UK Channel 🇬🇧,"UK News, Entertainment & Culture #UK #Britain #UnitedKingdom 🇬🇧",False,1829,False
the_universe_of_feeling,1606273213.0,📌 Парные авы 🦋,"что-то родное~

по вопросам писать: @Apolinaria_ks

мой тик ток💘🦋
tiktok.com/@the_universe_of_feeling_

мои каналы:
@beholdAnime
@pathology_neurosis


реклама: https://t.me/joinchat/RLmd4wVbBiDctSyF",False,36471,False
the_village_me,1498556170.0,The Village Беларусь ❤️🇺🇦,"The Village Беларусь. Навіны Мінска. Людзі, мясціны, падзеі.

Прислать нам новость: @TheVillageBelarusBot",False,16117,False
the_Voltaire,1611559317.0,,"АТЕИЗМ — отрицание существования бога, отказ от религиозных верований.

Наши проекты:
КАНАЛ:  @the_VOLTAIRE
ВИДЕО: @the_VOLTAIRE_videos
КНИГИ: @the_VOLTAIRE_books 
ЧАТ: @the_VOLTAIRE_chat

По вопросам сотрудничества: @EFON_HERE
ВП - приветствуется!",False,784,False
The_watcher_channel,1571964385.0,The Watcher 狩望者哨兵頻道,"The Watcher狩望者哨兵公會哨頻

本哨台致力以最專業態度
快速準確為手足
提供日常及各類型活動期間資訊

歡迎提供各類型資訊
車牌車類型車種區牌無任歡迎

越準確越充足資料
絕對可以加強我地每次於活動期間作出分析

p.s. 本哨台近日已新增 地圖功能
加上文字分析整合
希望能夠更加方便用家

本頻道設有教學頻道如想閱讀詳細步驟教學請前往 @Sentinel_Training

報料請用 
@watchoutzentrie_bot",False,16115,False
The_WeekndTW,1532369412.0,The Weeknd,"The best channel of The Weeknd on Telegram. XOTWOD. 

👥 @xotalk
🎤 @AbelsLib
📹 @AbelsMVLib
📄 @AbelsLyricLib
🎶 @AbelsMusicLib‼️
🎹 @AbelsFanMadeLib 
💀 @Memento_MoriTW
👤 @The_WeekndTW_admin_bot",False,8248,False
the_wholesome_propaganda,1610199521.0,the.wholesome.propaganda,Cercatemi su Instagram,False,16,False
the_woodlander,1603536563.0,The Woodlander,Off grid dissident,False,1294,False
the_woods_are_lovely,1613665316.0,🐉 Fairy Kingdoms 🐉,"Das Projekt ""Fairy Kingdoms"" entstand durch die Idee, die Gesellschaft für den Schutz des Totholzes aufmerksam zu machen.
Mit Hilfe von Makroaufnahmen von Fabelwesen und Naturgeistern in verwittertem Holz möchte ich ein Tor in eine Phantasiewelt aufstoßen",False,206,False
the_world_dorama,1554474780.0,Дуся_78_Убийство_трех_тысяч_воронов_02_30.mp4,"На канале вы найдёте любую дораму на ваш вкус
⚠️ Навигация @the_world_dorama_katalog ⚠️

📌Проекты📌
@kiino_life ФИЛЬМЫ
@the_world_kdrama ОНГОИНГИ 
@blackkw ЭДИТЫ
@my_dorams_loved_ost - OST

 🎂05.04.19🎂

 Реклама: @Alpenglow26",False,58088,False
The_world_is_beautiful_resh,1588076137.0,Transparent Darkness,"Категория 18+
Мрачные арт-подборки с музыкой
Талисман канала: ВОРОН
Inst: darkness_resh
Предложка: @The_world_is_beautiful_Bot
28.04.2020",False,2424,False
the_yl,1494092261.0,The.YL,"اینستاگرام🔥:
http://instagram.com/the.yl",False,4950,False
the_zone20,1578689460.0,For the bread👨‍💻💰,"Welcome to the zone 
Many haters around 
But never give up until the bones are rotten

Before u deal with any admin pc @bigbosstyler for vouch",False,834,False
thgng,1497122967.0,the Gang,,False,700,False
thgreatunknown,1559680744.0,the great unknown,Африканский континент: культура и искусство. Для связи @rosencrantz_is_dead,False,227,False
thgtf,1638702812.0,FOR SURE, 🏳️‍🌈⃠🤡⃠✡️⃠☪️⃠☭⃠,False,33,False
thiagogagliasso,1623805018.0,thigagliasso,"Nosso grupo, anti mimimi, resenhas de verdade e claro, muitos sorteios e bons prêmios pra gente!",False,10671,False
thiagolima_desperte,1595599756.0,DESPERTE - Thiago Lima,"Perfil oficial do canal Desperte, Thiago Lima e Banido do Sistema. Agradeço a todos que estão acompanhando por aqui também! Assim temos um contato mais próximo! Grande abraço a todos!",False,16795,False
thiagonigro,1563833845.0,O Primo Rico,"Esse é o canal oficial do Primo Rico, onde eu, Thiago Nigro, compartilho alguns insights e conteúdos diários sobre investimentos, empreendedorismo, finanças pessoais, recomendação de livros e muito mais 🍎",False,282303,True
thiccladiesnsfw,1514837685.0,,,False,3370,False
thiccNSFW,1574341462.0,,,False,94,False
thiccrocc,1518821839.0,,,False,49,False
THICCSHITPOST,1585325032.0,THICC SHITPOST COLLECTION II,"Subscribe to see the cool stolen memes, cats & GIFS. 

To see crushes/nsfw join @shesfire",False,810,False
ThiccWolfBois,1526860864.0,Thicc werewolf bfs,,False,130,False
thickanimegirls,1606126443.0,/venus/,,False,156,False
thickdicks,1584531011.0,+233 drill🇬🇭 🇬🇧,"DO YOU ENJOY DRILL??! 
Grime lovers only!.. Bruv! 
....GRM DAILY💆💀❤ 
For requests 🎶
@oppsinthebando",False,579,False
thicknick,1576845542.0,,"Nicola ""Bari"" Bari",False,13,False
ThickRedLine_Find_Your_Tribe,1607198943.0,THICKREDLINE - My Groups (geographically specific group chats),"There are THICKREDLINE groups coming together all over the world!

Find (Or Start!) your own! 
View our group locator map: https://thickredline.org/tribes/

***PLEASE READ PINNED messages to begin.

To join our global discussion group: t.me/thickredline",False,100,False
ThickThighs,1514101656.0,,,False,1244,False
thie_versammelt_euch,1521892160.0,THIE - Versammelt Euch,"Der Discord-Veranstaltungsserver für Menschen, die sich für den Erhalt unseres Landes und Kultur einsetzen. Treffe bekannte Youtuber und verfolge Vorträge, die Deinen Horizont erweitern werden.",False,348,False
thighdeology,1519503585.0,/r/thighdeology (NSFW),,False,380,False
thiixx,1487695597.0,Little Angel 👼,"Dare to do what you cant do.
Little Angel's journey~
/patpat this little girl @SugarFire @thixxx @Iamyourss",False,144,False
thing,1467860418.0,نکته: جامعه شناسی تجربه,"جامعه شناسی تجربه
یادداشت ها و فعالیتهای 
محمد زینالی اناری:
@Mohamadzeinaliunari
 (گروه بحث کانال) 
@SoExperience",False,819,False
thing5,1582999228.0,"Things (""","Hey you I hate you
@Mohanaaaad @wcwdv @IXMNSR @ZAKAREIY1",False,288,False
ThingkreisThemar,1527865377.0,Angela Schaller- Infokanal,"▶ Die Wahrheit geht vor allem Recht ◀

Kontakt:
@AngelaSchaller

Threema:
PJYBN53J

ePost/PayPal 
angela-schaller@gmx.de 

Instagram
https://www.instagram.com/angelaschaller77/

BitChute
https://www.bitchute.com/channel/J4iuwpFWMTfR/",False,1429,False
ThingsGayFurriesDo,1492475759.0,Things gay furries say and do,,False,6541,False
thingsiread,1502281734.0,Things I read,"Учитель, фулстэк-разраб, CTO, фаундер, повар-стажер. Веду [канал про] интересную и разнообразную жизнь. @vitalypavlenko

Ещё есть канал @ursofuckinghot и закрытый канал про кухню ресторана

Чат: @startupneversleeps",False,1875,False
ThingsOfAcro,1621797780.0,🟠🔵∆cro's Things🟢⚫️,"And now the act you've all been waiting for-

Oh! Bienvenido! Aquí encuentras cosas cómo:

🤣Memes🤣
🖼Dibujos, diseños o animaciones🖼
🤷Cosas de la vida, cuales sean🤷
🍃Frases, pensamientos, etc.🍃

Don't learn to forget, and don't forget to learn.",False,104,False
thingsofmemes,1578638458.0,,"It's all so tiresome.



5046506d617267616e41207365656b20616e64207965207368616c6c2066696e64


@channelcollection",False,343,False
thingsontwitter,1604438624.0,Things I Saw on Twitter,Ссылки про дизайн без контекста,False,17,False
thingspam,1558525559.0,things spam,"reza/
https://t.me/BChatBot?start=sc-100099-dMSxnEn

soul/
https://t.me/BChatBot?start=sc-66209-7hNC8cI",False,202,False
thingsprogrammersdo,1512748109.0,THINGS PROGRAMMERS DO,"Most people who aren’t programmers assume that our job is hard - and it is, but not in the ways that non-developers would figure.

Creators: @trofimovich @aldrson 

По вопросам рекламы: @anothertechrock

Прайс: https://rocksmedia.ru",False,20788,False
thingstakenoffyoutube,1588258983.0,Things taken off Media,,False,43,False
thinkaboutstrawberry,1559120969.0,«Сад и огород» на РенТВ,,False,9,False
ThinkAbyssinia,1501357074.0,Think አቢሲንያ,"➠ ፈጣን እና ተዐማኒ መረጃ፣ 
➠ የስፓርት እና መዝናኛ ዘገባዎች፣
➠ የምሁራን እይታዎችና መጽሐፈቶች፣ 
➠ የአለም ሙሉ መረጃና የታሪክ  መዛግብቶች ።

ለማንኛውም መረጃ ➥ @Contact_Abyssinia
 
     🎬  ""ተመራጭ የዜና ምንጭ""",False,91737,False
ThinkAsEarthling,1520707263.0,Все деньги мира,Все деньги мира держатся на энергетике. Все войны за ресурсы. В будущем останется только одна валюта - киловатт*час. Связь через https://t.me/Last_Earthling,False,148,False
thinkbetterlivebetter,1603302959.0,Think Better Live Better By Priya,"1. BEST MOTIVATIONAL STORIES WITH MORALS  ( BOTH ENGLISH & HINDI ) 

2. BEST MOTIVATIONAL QUOTES

We started in a mission to change people's life through Creative and Interesting Storylines..

https://thinkbetteryoutubechannel.page.link/livebetter",False,79,False
